"iso_year","iso_week","growth_q_elec","growth_q_flights","growth_q_nedar","growth_q_ind","growth_q_no2","growth_q_omx","growth_q_ret","growth_q_ships","growth_q_unemp_in","growth_q_unemp_out","Pct_change_GDP"
2019,26,3.1854540160251,6.45623507503036,5.66595655302466,0.279385533956597,8.47808175624269,4.85491282646089,2.01948610725361,-4.04248139561191,14.1492795428429,4.53227769952596,1.6
2019,27,3.24190348305532,5.43167677750135,3.57734026748587,NA,5.58285231332077,4.41022054653617,NA,-4.44906687257433,14.2625720337587,-2.27777163783444,NA
2019,28,2.34878417204769,4.4361730081282,3.35488070728252,NA,6.3101158886876,3.98722160981918,NA,-5.80886323246203,16.3744075118942,-10.4755547109297,NA
2019,29,1.5917589109007,3.02882441299415,9.90780614329539,NA,1.75524019887371,3.5681538166423,NA,-4.98413479697305,17.3541503774555,-14.146449166092,NA
2019,30,2.02499441393927,2.13430271187403,10.3036716360043,NA,2.52762479951174,3.34110241598079,NA,-4.43495378713887,15.0723097902811,-17.2033110023851,NA
2019,31,2.10287219731022,1.26282467769603,14.7452538151703,-1.24076036420261,2.63348487282871,3.06045907327338,-1.85979788962806,-4.11701569295446,11.479963730532,-20.3294338394205,NA
2019,32,1.37208249556617,0.31561998656113,23.6487358715339,NA,2.86166208387253,2.62375286882384,NA,-4.09597002454959,10.0260788939056,-22.9492614890285,NA
2019,33,0.304708782683856,-0.515467304909982,26.8333699567861,NA,5.70417473457737,2.22361213921261,NA,-2.66950055676951,7.73369744193698,-25.680128010039,NA
2019,34,-0.571558983522122,-1.06624787460531,27.7301124713698,NA,7.71335249739214,1.91059035476204,NA,-1.46821250271606,5.63688651436658,-26.5312739392776,NA
2019,35,-0.856788460466614,-1.79984944368438,27.4087611454396,-1.80185055026784,5.95299647960377,1.65313085291563,-1.39321138968687,-2.2218156542711,5.08746076985911,-25.6166869778601,NA
2019,36,-1.87319449781588,-2.76769574910864,25.2845192608852,NA,4.14445348944487,1.55784082535763,NA,-3.80226451618043,2.68809896849689,-25.2678845016468,NA
2019,37,-2.98316767682947,-2.97393153909999,23.5554614352396,NA,0.354534512063262,1.52067369887869,NA,-2.6381519049987,2.15762897326845,-23.0487758551068,NA
