"iso_year","iso_week","growth_q_elec","growth_q_flights","growth_q_nedar","growth_q_ind","growth_q_no2","growth_q_omx","growth_q_ret","growth_q_ships","growth_q_unemp_in","growth_q_unemp_out","Pct_change_GDP"
2000,48,NA,NA,NA,-0.651468102119375,NA,1.15842626805726,3.97632331720131,NA,2.26382527772446,10.0481047283884,NA
2000,49,NA,NA,NA,NA,NA,1.00550546903596,NA,NA,2.86882825650436,9.74160390428572,NA
2000,50,NA,NA,NA,NA,NA,1.07693868078605,NA,NA,3.84803776970089,9.99568207861942,NA
2000,51,NA,NA,NA,NA,NA,0.954553855233424,NA,NA,3.08731532818341,10.480766476761,NA
2000,52,NA,NA,NA,-6.07362351878327,NA,0.8536321681809,1.20899572779184,NA,4.02388954142336,7.06062758155106,1.8
2001,1,NA,NA,NA,NA,NA,0.891252512136159,NA,NA,2.39558607400097,4.94010886948646,NA
2001,2,NA,NA,NA,NA,NA,1.16319479883328,NA,NA,4.31520036685168,2.6339547773737,NA
2001,3,NA,NA,NA,NA,NA,1.40285617933096,NA,NA,4.55455129212412,1.41391054830631,NA
2001,4,NA,NA,NA,NA,NA,2.316908723479,NA,NA,3.20121303623237,-2.11637701401442,NA
2001,5,NA,NA,NA,3.86912858048169,NA,2.77207439484808,-0.171379647773474,NA,2.82422024832641,-0.923310376840888,NA
2001,6,NA,NA,NA,NA,NA,2.52280225136668,NA,NA,2.52069085159233,-0.71622966079106,NA
2001,7,NA,NA,NA,NA,NA,2.01852489821902,NA,NA,0.622828261447016,-1.1608114755892,NA
2001,8,NA,NA,NA,NA,NA,0.986891944999231,NA,NA,-0.0728789012227399,-2.74670121909831,NA
2001,9,NA,NA,NA,10.4519826243033,NA,0.392409499378087,-0.680274732275252,NA,-0.409202788031184,-0.00834069788285935,NA
2001,10,NA,NA,NA,NA,NA,1.32254860006981,NA,NA,-0.989705354518619,0.00251481641622018,NA
2001,11,NA,NA,NA,NA,NA,1.67889239860981,NA,NA,-2.30240596443647,-1.17699386893046,NA
2001,12,NA,NA,NA,NA,NA,1.63619077113994,NA,NA,-0.527412522941396,-3.05736076421993,NA
2001,13,NA,NA,NA,11.3769087096055,NA,1.38508245411733,1.194553453757,NA,-3.21606503460639,1.07580631165259,2.7
2001,14,NA,NA,NA,NA,NA,0.845169635230775,NA,NA,-3.12435507720353,2.27227237924613,NA
2001,15,NA,NA,NA,NA,NA,0.156278227137335,NA,NA,-4.17167531268536,3.15201283697564,NA
2001,16,NA,NA,NA,NA,NA,-0.683359785688159,NA,NA,-2.84866480950214,4.15943868768796,NA
2001,17,NA,NA,NA,NA,NA,-2.23128637745582,NA,NA,-1.96141783967096,5.44067585156426,NA
2001,18,NA,NA,NA,1.57621476938764,NA,-3.54561726993945,0.171379647773482,NA,2.99950096249259,6.8987583991725,NA
2001,19,NA,NA,NA,NA,NA,-4.53652231991005,NA,NA,3.56050019120863,7.91977658687442,NA
2001,20,NA,NA,NA,NA,NA,-5.44187727459736,NA,NA,4.14549819708755,9.25615583343095,NA
2001,21,NA,NA,NA,NA,NA,-6.05854411310812,NA,NA,4.21186715761455,11.3230082053991,NA
2001,22,NA,NA,NA,-3.3350675333486,NA,-6.51241084532525,-2.15618530075872,NA,5.56289712442406,7.44804356318933,NA
2001,23,NA,NA,NA,NA,NA,-7.58809401556465,NA,NA,6.25271799174926,6.6201990057522,NA
2001,24,NA,NA,NA,NA,NA,-8.32509335336997,NA,NA,7.51948809283594,7.37755087951702,NA
2001,25,NA,NA,NA,NA,NA,-8.53682403226241,NA,NA,6.30392616274197,10.3708688042036,NA
2001,26,NA,NA,NA,0.506757841230589,NA,-8.82739822479375,-3.27615506752952,NA,6.73290819186494,11.3812353552038,-0.1
2001,27,NA,NA,NA,NA,NA,-8.91397731600926,NA,NA,5.8977130501399,11.9414427730351,NA
2001,28,NA,NA,NA,NA,NA,-9.16217415697972,NA,NA,6.83969565220103,14.1708292331436,NA
2001,29,NA,NA,NA,NA,NA,-9.65787867845208,NA,NA,4.5672746373468,13.0704155863428,NA
2001,30,NA,NA,NA,NA,NA,-9.95666928007126,NA,NA,4.55442887375145,14.5809056784363,NA
2001,31,NA,NA,NA,5.1640757907377,NA,-10.2533549677574,-2.33878135260967,NA,-3.17136730435683,10.5431762171627,NA
2001,32,NA,NA,NA,NA,NA,-10.6106105941222,NA,NA,-3.38441976551914,8.64670654385903,NA
2001,33,NA,NA,NA,NA,NA,-10.9815862487886,NA,NA,-2.61945931749258,10.6738768254823,NA
2001,34,NA,NA,NA,NA,NA,-11.6557334240117,NA,NA,-2.61105696245962,9.81541883077199,NA
2001,35,NA,NA,NA,3.16671732523724,NA,-12.3530133287859,0.174216071938485,NA,-3.7771772162374,13.2530760485167,NA
2001,36,NA,NA,NA,NA,NA,-13.0708035584834,NA,NA,-3.51438798077987,12.9882694410291,NA
2001,37,NA,NA,NA,NA,NA,-14.1936372179279,NA,NA,-3.33935858374501,14.3492844084086,NA
2001,38,NA,NA,NA,NA,NA,-15.6521821254534,NA,NA,-2.12804391866848,12.0623052041297,NA
2001,39,NA,NA,NA,-1.27174244727101,NA,-16.3869939594639,0.872605885980699,NA,-0.410618078653908,5.47856507760748,2.2
2001,40,NA,NA,NA,NA,NA,-17.0003103886058,NA,NA,0.549551420687717,3.2887892884248,NA
2001,41,NA,NA,NA,NA,NA,-17.0661512824475,NA,NA,-0.0123891478188594,1.0431944019536,NA
2001,42,NA,NA,NA,NA,NA,-16.4502975066025,NA,NA,0.784563151050034,2.06307071583013,NA
2001,43,NA,NA,NA,NA,NA,-15.6811085557622,NA,NA,0.0109417528675533,0.763170533152124,NA
2001,44,NA,NA,NA,-0.579232070450443,NA,-14.707052703543,1.13290972059692,NA,1.49147499401953,0.0835637307660772,NA
2001,45,NA,NA,NA,NA,NA,-13.7229794811038,NA,NA,3.04514726716999,3.11848196745774,NA
2001,46,NA,NA,NA,NA,NA,-12.4371591129425,NA,NA,1.66012280774865,-0.80163101038212,NA
2001,47,NA,NA,NA,NA,NA,-10.5978337816032,NA,NA,1.95957661251289,-0.293144463708367,NA
2001,48,NA,NA,NA,4.93115510703684,NA,-8.74181181194413,1.12506595631009,NA,1.26118384026187,-3.60322844399102,NA
2001,49,NA,NA,NA,NA,NA,-6.43961827065168,NA,NA,0.0682992975150654,-2.54158444222734,NA
2001,50,NA,NA,NA,NA,NA,-3.45909179837087,NA,NA,-1.19566937541798,-4.2464056932286,NA
2001,51,NA,NA,NA,NA,NA,-0.407098473822991,NA,NA,-2.16980308780974,-1.27645070069048,NA
2001,52,NA,NA,NA,NA,NA,1.77405526588726,NA,NA,-3.51730570369525,9.96966171379547,2.2
2002,1,NA,NA,NA,9.43789365273409,NA,3.59221377928309,2.48833087378278,NA,-4.9311969478472,13.3380164529773,NA
2002,2,NA,NA,NA,NA,NA,4.95632513116255,NA,NA,-5.20199840754322,14.187523451693,NA
2002,3,NA,NA,NA,NA,NA,6.05509112171008,NA,NA,-5.33091015357873,14.0154463716536,NA
2002,4,NA,NA,NA,NA,NA,7.05145702650156,NA,NA,-4.34200629790293,14.1118143655279,NA
2002,5,NA,NA,NA,2.9437939279852,NA,7.70412134961427,5.1509908706604,NA,-0.921280447441551,16.0585552759363,NA
2002,6,NA,NA,NA,NA,NA,8.37486532673685,NA,NA,-4.00346915503938,13.4978184876151,NA
2002,7,NA,NA,NA,NA,NA,8.85493255230103,NA,NA,-4.08885275560542,16.0524196087787,NA
2002,8,NA,NA,NA,NA,NA,9.28258633638789,NA,NA,-5.13909029642195,16.5825192162527,NA
2002,9,NA,NA,NA,-4.51080980547416,NA,9.66403209953858,6.81893358872682,NA,-4.65771692015165,17.2123319251926,NA
2002,10,NA,NA,NA,NA,NA,9.71126680560804,NA,NA,-4.5741143748401,17.2431947923694,NA
2002,11,NA,NA,NA,NA,NA,9.50973793189676,NA,NA,-3.99878519297914,19.0861551755218,NA
2002,12,NA,NA,NA,NA,NA,9.41226591630968,NA,NA,-4.81465943928902,17.5071188530211,NA
2002,13,NA,NA,NA,-7.49444422986879,NA,9.77369386528181,8.05640841191322,NA,-5.0704178516822,5.94882409184215,0.6
2002,14,NA,NA,NA,NA,NA,10.5670274470829,NA,NA,-3.24082527926098,4.77525980885511,NA
2002,15,NA,NA,NA,NA,NA,11.1265166218864,NA,NA,-2.7754304424422,5.09462287805149,NA
2002,16,NA,NA,NA,NA,NA,11.5576879291954,NA,NA,-2.9766490522127,5.5225031801776,NA
2002,17,NA,NA,NA,NA,NA,12.2926334758767,NA,NA,-4.14413445821743,5.56386921555777,NA
2002,18,NA,NA,NA,-0.809065902015373,NA,13.2972580717485,3.87457665758424,NA,-5.72204914305046,5.60397963865378,NA
2002,19,NA,NA,NA,NA,NA,14.0896713224146,NA,NA,-4.33378612869782,5.43680722256393,NA
2002,20,NA,NA,NA,NA,NA,14.4734410578836,NA,NA,-3.3567491857868,3.58564257271827,NA
2002,21,NA,NA,NA,NA,NA,14.1417414602265,NA,NA,-2.10844151496061,2.05498142306434,NA
2002,22,NA,NA,NA,8.44213366911489,NA,13.5806642771852,1.51578490513663,NA,-2.00076945830626,2.16052829787773,NA
2002,23,NA,NA,NA,NA,NA,12.6553799635703,NA,NA,-2.03195044481039,1.46622999877384,NA
2002,24,NA,NA,NA,NA,NA,11.5130536043337,NA,NA,-2.66760590379903,-0.906858447130787,NA
2002,25,NA,NA,NA,NA,NA,10.3015612603966,NA,NA,-2.26172164700347,-3.02879131949246,NA
2002,26,NA,NA,NA,7.95920106952347,NA,8.65948187212684,-2.29349712824958,NA,1.71056549939642,-2.0374636468519,2.6
2002,27,NA,NA,NA,NA,NA,6.64424849625565,NA,NA,1.4950276840749,-3.66421815585484,NA
2002,28,NA,NA,NA,NA,NA,5.28625739355685,NA,NA,0.860677973253969,-5.54702583626295,NA
2002,29,NA,NA,NA,NA,NA,3.94497289465529,NA,NA,1.12447756794917,-6.72422191946262,NA
2002,30,NA,NA,NA,NA,NA,1.93649430609494,NA,NA,2.06404713318227,-7.42185301259055,NA
2002,31,NA,NA,NA,3.27636177156139,NA,-0.363914110257905,0.552705710214579,NA,1.72911896571,-7.88944856491337,NA
2002,32,NA,NA,NA,NA,NA,-2.13171648583683,NA,NA,2.31566275356092,-6.61527862272182,NA
2002,33,NA,NA,NA,NA,NA,-3.16783773743407,NA,NA,2.18880880897602,-6.7125188857856,NA
2002,34,NA,NA,NA,NA,NA,-3.56376174299708,NA,NA,2.08951722030056,-4.98747898805047,NA
2002,35,NA,NA,NA,-4.01154849690453,NA,-3.62419840582215,0.867171378161765,NA,2.49070275912612,-4.00490673896362,NA
2002,36,NA,NA,NA,NA,NA,-3.34157950760514,NA,NA,3.65514235088399,-3.96718205267585,NA
2002,37,NA,NA,NA,NA,NA,-2.92109682963938,NA,NA,5.06485126304032,-4.09684290970473,NA
2002,38,NA,NA,NA,NA,NA,-2.60968894771213,NA,NA,5.9280946950691,-2.22468586132276,NA
2002,39,NA,NA,NA,NA,NA,-1.91590012192326,NA,NA,-0.518405789808449,1.53495265464045,1.6
2002,40,NA,NA,NA,-4.26268164617632,NA,-0.933287523417621,2.60575343192896,NA,-2.59754198363024,2.53112353801485,NA
2002,41,NA,NA,NA,NA,NA,-0.57302193268347,NA,NA,-1.87632946535447,3.80299758898853,NA
2002,42,NA,NA,NA,NA,NA,-0.268054959676628,NA,NA,-2.44223319984291,3.526088996651,NA
2002,43,NA,NA,NA,NA,NA,0.436612219287466,NA,NA,-3.24471264601904,3.19139639739398,NA
2002,44,NA,NA,NA,0,NA,1.21389087734691,1.09633047972696,NA,-2.48683284365936,3.52672211265467,NA
2002,45,NA,NA,NA,NA,NA,1.51952846508995,NA,NA,-3.56408124990686,1.8731557309453,NA
2002,46,NA,NA,NA,NA,NA,1.44750300837981,NA,NA,-4.07420077255667,3.02983803081349,NA
2002,47,NA,NA,NA,NA,NA,1.36332350398812,NA,NA,-5.75037664264144,0.490055729245034,NA
2002,48,NA,NA,NA,4.01154849690453,NA,1.03732849444215,1.2480661223609,NA,-6.18994148427903,-0.641153687529363,NA
2002,49,NA,NA,NA,NA,NA,0.681436379200723,NA,NA,-7.76858414087287,-0.525151532562452,NA
2002,50,NA,NA,NA,NA,NA,0.357798088664329,NA,NA,-9.61686926585221,0.53196016450477,NA
2002,51,NA,NA,NA,NA,NA,0.0592146584279208,NA,NA,-10.5448147163171,0.892102020800133,NA
2002,52,NA,NA,NA,NA,NA,-0.344254671018487,NA,NA,-7.59464772771586,5.68179153820505,1.4
2003,1,NA,NA,NA,8.42521976086733,NA,-0.942079902024694,0.853711044520931,NA,-5.50277935598696,4.3612326192375,NA
2003,2,NA,NA,NA,NA,NA,-0.944992037300001,NA,NA,-6.49593455605828,3.75167110779477,NA
2003,3,NA,NA,NA,NA,NA,-0.681141275562815,NA,NA,-5.50408498166725,4.11666370340342,NA
2003,4,NA,NA,NA,NA,NA,-0.419729468176406,NA,NA,-4.98033945908878,6.43572694813745,NA
2003,5,NA,NA,NA,8.43873922775474,NA,-0.132123109766891,2.38564603619585,NA,-4.00228407905405,7.28844608131934,NA
2003,6,NA,NA,NA,NA,NA,0.348084957076121,NA,NA,-3.46838183659823,8.28529285061964,NA
2003,7,NA,NA,NA,NA,NA,0.95237721077007,NA,NA,-3.28321496218277,7.92778447973607,NA
2003,8,NA,NA,NA,NA,NA,1.26892627955353,NA,NA,-1.65042535707943,9.14914743500425,NA
2003,9,NA,NA,NA,11.975145599328,NA,1.77629695368231,3.20393537446167,NA,-1.44786800457773,10.9517865915322,NA
